Processing 3x3 minors...
Matrix size: 8x8
Total minors: 3136
Rows: 0 1 2 | Cols: 0 1 2 | Det: 191294
Rows: 1 2 6 | Cols: 0 1 4 | Det: 241656
Rows: 1 2 6 | Cols: 0 1 5 | Det: 140298
Rows: 1 2 6 | Cols: 0 1 6 | Det: -1067
Rows: 1 2 6 | Cols: 0 1 7 | Det: 104710
Rows: 1 2 6 | Cols: 0 2 3 | Det: 85200
Rows: 1 2 6 | Cols: 0 2 4 | Det: -85604
Rows: 1 2 6 | Cols: 0 2 5 | Det: -42404
Rows: 1 2 6 | Cols: 0 2 6 | Det: -29080
Rows: 1 2 6 | Cols: 0 2 7 | Det: -235292
Rows: 1 2 6 | Cols: 0 3 4 | Det: -75492
Rows: 1 2 6 | Cols: 0 3 5 | Det: -43092
Rows: 1 2 6 | Cols: 0 3 6 | Det: -2640
Rows: 1 2 6 | Cols: 0 3 7 | Det: -52716
Rows: 1 2 6 | Cols: 0 4 5 | Det: 5724
Rows: 1 2 6 | Cols: 0 4 6 | Det: -23114
Rows: 1 2 6 | Cols: 0 4 7 | Det: -155516
Rows: 1 2 6 | Cols: 0 5 6 | Det: -13394
Rows: 1 2 6 | Cols: 0 5 7 | Det: -92768
Rows: 1 2 6 | Cols: 0 6 7 | Det: 10702
Rows: 1 2 6 | Cols: 1 2 3 | Det: 634648
Rows: 1 2 6 | Cols: 1 2 4 | Det: -289710
Rows: 1 2 6 | Cols: 1 2 5 | Det: 58110
Rows: 1 2 6 | Cols: 1 2 6 | Det: 133733
Rows: 1 2 6 | Cols: 1 2 7 | Det: 245192
Rows: 1 2 6 | Cols: 1 3 4 | Det: -527214
Rows: 1 2 6 | Cols: 1 3 5 | Det: -283242
Rows: 1 2 6 | Cols: 1 3 6 | Det: 15697
Rows: 1 2 6 | Cols: 1 3 7 | Det: -191024
Rows: 1 2 6 | Cols: 1 4 5 | Det: 177570
Rows: 1 2 6 | Cols: 1 4 6 | Det: 103929
Rows: 1 2 6 | Cols: 1 4 7 | Det: 290886
Rows: 1 2 6 | Cols: 1 5 6 | Det: 61122
Rows: 1 2 6 | Cols: 1 5 7 | Det: 91938
Rows: 1 2 6 | Cols: 1 6 7 | Det: -46317
Rows: 1 2 6 | Cols: 2 3 4 | Det: 96256
Rows: 1 2 6 | Cols: 2 3 5 | Det: 103456
Rows: 1 2 6 | Cols: 2 3 6 | Det: 96920
Rows: 1 2 6 | Cols: 2 3 7 | Det: 552688
Rows: 1 2 6 | Cols: 2 4 5 | Det: -56040
Rows: 1 2 6 | Cols: 2 4 6 | Det: -64526
Rows: 1 2 6 | Cols: 2 4 7 | Det: -289484
Rows: 1 2 6 | Cols: 2 5 6 | Det: -12926
Rows: 1 2 6 | Cols: 2 5 7 | Det: 10636
Rows: 1 2 6 | Cols: 2 6 7 | Det: 79018
Rows: 1 2 6 | Cols: 3 4 5 | Det: -42984
Rows: 1 2 6 | Cols: 3 4 6 | Det: -82894
Rows: 1 2 6 | Cols: 3 4 7 | Det: -430156
Rows: 1 2 6 | Cols: 3 5 6 | Det: -45814
Rows: 1 2 6 | Cols: 3 5 7 | Det: -215524
Rows: 1 2 6 | Cols: 3 6 7 | Det: 42842
Rows: 1 2 6 | Cols: 4 5 6 | Det: 19446
Rows: 1 2 6 | Cols: 4 5 7 | Det: 121164
Rows: 1 2 6 | Cols: 4 6 7 | Det: 39060
Rows: 1 2 6 | Cols: 5 6 7 | Det: 31638
Rows: 1 2 7 | Cols: 0 1 2 | Det: -336052
Rows: 1 2 7 | Cols: 0 1 3 | Det: -606782
Rows: 1 2 7 | Cols: 0 1 4 | Det: 247518
Rows: 1 2 7 | Cols: 0 1 5 | Det: -210102
Rows: 1 2 7 | Cols: 0 1 6 | Det: 149589
Rows: 1 2 7 | Cols: 0 1 7 | Det: -361488
Rows: 1 2 7 | Cols: 0 2 3 | Det: -51056
Rows: 1 2 7 | Cols: 0 2 4 | Det: 56008
Rows: 1 2 7 | Cols: 0 2 5 | Det: 50440
Rows: 1 2 7 | Cols: 0 2 6 | Det: 20872
Rows: 1 2 7 | Cols: 0 2 7 | Det: 274824
Rows: 1 2 7 | Cols: 0 3 4 | Det: 63524
Rows: 1 2 7 | Cols: 0 3 5 | Det: 122996
Rows: 1 2 7 | Cols: 0 3 6 | Det: 14960
Rows: 1 2 7 | Cols: 0 3 7 | Det: 551148
Rows: 1 2 7 | Cols: 0 4 5 | Det: -72168
Rows: 1 2 7 | Cols: 0 4 6 | Det: 9558
Rows: 1 2 7 | Cols: 0 4 7 | Det: -262668
Rows: 1 2 7 | Cols: 0 5 6 | Det: 35502
Rows: 1 2 7 | Cols: 0 5 7 | Det: 117564
Rows: 1 2 7 | Cols: 0 6 7 | Det: -144786
Rows: 1 2 7 | Cols: 1 2 3 | Det: 172196
Rows: 1 2 7 | Cols: 1 2 4 | Det: -455496
Rows: 1 2 7 | Cols: 1 2 5 | Det: 22656
Rows: 1 2 7 | Cols: 1 2 6 | Det: -369956
Rows: 1 2 7 | Cols: 1 2 7 | Det: 105640
Rows: 1 2 7 | Cols: 1 3 4 | Det: -695622
Rows: 1 2 7 | Cols: 1 3 5 | Det: -66750
Rows: 1 2 7 | Cols: 1 3 6 | Det: -591349
Rows: 1 2 7 | Cols: 1 3 7 | Det: 5516
Rows: 1 2 7 | Cols: 1 4 5 | Det: 268092
Rows: 1 2 7 | Cols: 1 4 6 | Det: 69732
Rows: 1 2 7 | Cols: 1 4 7 | Det: 412164
Rows: 1 2 7 | Cols: 1 5 6 | Det: -221214
Rows: 1 2 7 | Cols: 1 5 7 | Det: 41676
Rows: 1 2 7 | Cols: 1 6 7 | Det: 350934
Rows: 1 2 7 | Cols: 2 3 4 | Det: -40504
Rows: 1 2 7 | Cols: 2 3 5 | Det: 29288
Rows: 1 2 7 | Cols: 2 3 6 | Det: -45512
Rows: 1 2 7 | Cols: 2 3 7 | Det: 156872
Rows: 1 2 7 | Cols: 2 4 5 | Det: -72144
Rows: 1 2 7 | Cols: 2 4 6 | Det: 33368
Rows: 1 2 7 | Cols: 2 4 7 | Det: -390112
Rows: 1 2 7 | Cols: 2 5 6 | Det: 56936
Rows: 1 2 7 | Cols: 2 5 7 | Det: 2672
Rows: 1 2 7 | Cols: 2 6 7 | Det: -309112
Rows: 1 2 7 | Cols: 3 4 5 | Det: -134016
Rows: 1 2 7 | Cols: 3 4 6 | Det: 44758
Rows: 1 2 7 | Cols: 3 4 7 | Det: -632420
Rows: 1 2 7 | Cols: 3 5 6 | Det: 118222
Rows: 1 2 7 | Cols: 3 5 7 | Det: -61748
Rows: 1 2 7 | Cols: 3 6 7 | Det: -537266
Rows: 1 2 7 | Cols: 4 5 6 | Det: -30684
Rows: 1 2 7 | Cols: 4 5 7 | Det: 164328
Rows: 1 2 7 | Cols: 4 6 7 | Det: 89916
Rows: 1 2 7 | Cols: 5 6 7 | Det: -130824
Rows: 1 3 4 | Cols: 0 1 2 | Det: -63578
Rows: 1 3 4 | Cols: 0 1 3 | Det: -134992
Rows: 1 3 4 | Cols: 0 1 4 | Det: 31090
Rows: 1 3 4 | Cols: 0 1 5 | Det: -25408
Rows: 1 3 4 | Cols: 0 1 6 | Det: 3982
Rows: 1 3 4 | Cols: 0 1 7 | Det: -147240
Rows: 1 3 4 | Cols: 0 2 3 | Det: -192404
Rows: 1 3 4 | Cols: 0 2 4 | Det: 96216
Rows: 1 3 4 | Cols: 0 2 5 | Det: -58640
Rows: 1 3 4 | Cols: 0 2 6 | Det: 33092
Rows: 1 3 4 | Cols: 0 2 7 | Det: -107128
Rows: 1 3 4 | Cols: 0 3 4 | Det: 110204
Rows: 1 3 4 | Cols: 0 3 5 | Det: -47616
Rows: 1 3 4 | Cols: 0 3 6 | Det: 58212
Rows: 1 3 4 | Cols: 0 3 7 | Det: 218128
Rows: 1 3 4 | Cols: 0 4 5 | Det: -9776
Rows: 1 3 4 | Cols: 0 4 6 | Det: -10156
Rows: 1 3 4 | Cols: 0 4 7 | Det: -170440
Rows: 1 3 4 | Cols: 0 5 6 | Det: 9552
Rows: 1 3 4 | Cols: 0 5 7 | Det: 92992
Rows: 1 3 4 | Cols: 0 6 7 | Det: -69928
Rows: 1 3 4 | Cols: 1 2 3 | Det: -75107
Rows: 1 3 4 | Cols: 1 2 4 | Det: 931
Rows: 1 3 4 | Cols: 1 2 5 | Det: -67711
Rows: 1 3 4 | Cols: 1 2 6 | Det: -12762
Rows: 1 3 4 | Cols: 1 2 7 | Det: 15335
Rows: 1 3 4 | Cols: 1 3 4 | Det: -34751
Rows: 1 3 4 | Cols: 1 3 5 | Det: -113752
Rows: 1 3 4 | Cols: 1 3 6 | Det: -31801
Rows: 1 3 4 | Cols: 1 3 7 | Det: 206500
Rows: 1 3 4 | Cols: 1 4 5 | Det: 32739
Rows: 1 3 4 | Cols: 1 4 6 | Det: 6299
Rows: 1 3 4 | Cols: 1 4 7 | Det: -9655
Rows: 1 3 4 | Cols: 1 5 6 | Det: -9341
Rows: 1 3 4 | Cols: 1 5 7 | Det: 162940
Rows: 1 3 4 | Cols: 1 6 7 | Det: 28595
Rows: 1 3 4 | Cols: 2 3 4 | Det: -110846
Rows: 1 3 4 | Cols: 2 3 5 | Det: -135638
Rows: 1 3 4 | Cols: 2 3 6 | Det: -77714
Rows: 1 3 4 | Cols: 2 3 7 | Det: 172962
Rows: 1 3 4 | Cols: 2 4 5 | Det: 101612
Rows: 1 3 4 | Cols: 2 4 6 | Det: 19798
Rows: 1 3 4 | Cols: 2 4 7 | Det: -24776
Rows: 1 3 4 | Cols: 2 5 6 | Det: -47014
Rows: 1 3 4 | Cols: 2 5 7 | Det: 128236
Rows: 1 3 4 | Cols: 2 6 7 | Det: 13522
Rows: 1 3 4 | Cols: 3 4 5 | Det: 105122
Rows: 1 3 4 | Cols: 3 4 6 | Det: 10976
Rows: 1 3 4 | Cols: 3 4 7 | Det: -224734
Rows: 1 3 4 | Cols: 3 5 6 | Det: -60270
Rows: 1 3 4 | Cols: 3 5 7 | Det: -110968
Rows: 1 3 4 | Cols: 3 6 7 | Det: -140434
Rows: 1 3 4 | Cols: 4 5 6 | Det: 8714
Rows: 1 3 4 | Cols: 4 5 7 | Det: 182516
Rows: 1 3 4 | Cols: 4 6 7 | Det: 37686
Rows: 1 3 4 | Cols: 5 6 7 | Det: -95444
Rows: 1 3 5 | Cols: 0 1 2 | Det: -33996
Rows: 1 3 5 | Cols: 0 1 3 | Det: -133584
Rows: 1 3 5 | Cols: 0 1 4 | Det: 70476
Rows: 1 3 5 | Cols: 0 1 5 | Det: -95244
Rows: 1 3 5 | Cols: 0 1 6 | Det: 49632
Rows: 1 3 5 | Cols: 0 1 7 | Det: -71496
Rows: 1 3 5 | Cols: 0 2 3 | Det: -141128
Rows: 1 3 5 | Cols: 0 2 4 | Det: 84992
Rows: 1 3 5 | Cols: 0 2 5 | Det: -82220
Rows: 1 3 5 | Cols: 0 2 6 | Det: 47284
Rows: 1 3 5 | Cols: 0 2 7 | Det: -52776
Rows: 1 3 5 | Cols: 0 3 4 | Det: 41400
Rows: 1 3 5 | Cols: 0 3 5 | Det: 72312
Rows: 1 3 5 | Cols: 0 3 6 | Det: -20240
Rows: 1 3 5 | Cols: 0 3 7 | Det: 89424
Rows: 1 3 5 | Cols: 0 4 5 | Det: -67668
Rows: 1 3 5 | Cols: 0 4 6 | Det: 26060
Rows: 1 3 5 | Cols: 0 4 7 | Det: -69336
Rows: 1 3 5 | Cols: 0 5 6 | Det: 12436
Rows: 1 3 5 | Cols: 0 5 7 | Det: 25056
Rows: 1 3 5 | Cols: 0 6 7 | Det: -22392
Rows: 1 3 5 | Cols: 1 2 3 | Det: 20466
Rows: 1 3 5 | Cols: 1 2 4 | Det: -52674
Rows: 1 3 5 | Cols: 1 2 5 | Det: 44421
Rows: 1 3 5 | Cols: 1 2 6 | Det: -53727
Rows: 1 3 5 | Cols: 1 2 7 | Det: 1056
Rows: 1 3 5 | Cols: 1 3 4 | Det: -164550
Rows: 1 3 5 | Cols: 1 3 5 | Det: 117210
Rows: 1 3 5 | Cols: 1 3 6 | Det: -181236
Rows: 1 3 5 | Cols: 1 3 7 | Det: -38892
Rows: 1 3 5 | Cols: 1 4 5 | Det: 55485
Rows: 1 3 5 | Cols: 1 4 6 | Det: 34479
Rows: 1 3 5 | Cols: 1 4 7 | Det: 108588
Rows: 1 3 5 | Cols: 1 5 6 | Det: -85671
Rows: 1 3 5 | Cols: 1 5 7 | Det: -90462
Rows: 1 3 5 | Cols: 1 6 7 | Det: 111450
Rows: 1 3 5 | Cols: 2 3 4 | Det: -167500
Rows: 1 3 5 | Cols: 2 3 5 | Det: 134908
Rows: 1 3 5 | Cols: 2 3 6 | Det: -194572
Rows: 1 3 5 | Cols: 2 3 7 | Det: -27388
Rows: 1 3 5 | Cols: 2 4 5 | Det: 16338
Rows: 1 3 5 | Cols: 2 4 6 | Det: 61058
Rows: 1 3 5 | Cols: 2 4 7 | Det: 79132
Rows: 1 3 5 | Cols: 2 5 6 | Det: -68156
Rows: 1 3 5 | Cols: 2 5 7 | Det: -66406
Rows: 1 3 5 | Cols: 2 6 7 | Det: 81938
Rows: 1 3 5 | Cols: 3 4 5 | Det: -125400
Rows: 1 3 5 | Cols: 3 4 6 | Det: 81100
Rows: 1 3 5 | Cols: 3 4 7 | Det: -98100
Rows: 1 3 5 | Cols: 3 5 6 | Det: 80348
Rows: 1 3 5 | Cols: 3 5 7 | Det: 99516
Rows: 1 3 5 | Cols: 3 6 7 | Det: -127216
Rows: 1 3 5 | Cols: 4 5 6 | Det: -53622
Rows: 1 3 5 | Cols: 4 5 7 | Det: -49674
Rows: 1 3 5 | Cols: 4 6 7 | Det: 74074
Rows: 1 3 5 | Cols: 5 6 7 | Det: -10726
Rows: 1 3 6 | Cols: 0 1 2 | Det: 100269
Rows: 1 3 6 | Cols: 0 1 3 | Det: 6138
Rows: 1 3 6 | Cols: 0 1 4 | Det: 79857
Rows: 1 3 6 | Cols: 0 1 5 | Det: 42750
Rows: 1 3 6 | Cols: 0 1 6 | Det: 693
Rows: 1 3 6 | Cols: 0 1 7 | Det: 30834
Rows: 1 3 6 | Cols: 0 2 3 | Det: 174652
Rows: 1 3 6 | Cols: 0 2 4 | Det: -71458
Rows: 1 3 6 | Cols: 0 2 5 | Det: 94150
Rows: 1 3 6 | Cols: 0 2 6 | Det: -47846
Rows: 1 3 6 | Cols: 0 2 7 | Det: 43514
Rows: 1 3 6 | Cols: 0 3 4 | Det: -143472
Rows: 1 3 6 | Cols: 0 3 5 | Det: -68700
Rows: 1 3 6 | Cols: 0 3 6 | Det: -4136
Rows: 1 3 6 | Cols: 0 3 7 | Det: -51044
Rows: 1 3 6 | Cols: 0 4 5 | Det: 105450
Rows: 1 3 6 | Cols: 0 4 6 | Det: -37612
Rows: 1 3 6 | Cols: 0 4 7 | Det: 56630
Rows: 1 3 6 | Cols: 0 5 6 | Det: -21050
Rows: 1 3 6 | Cols: 0 5 7 | Det: -10400
Rows: 1 3 6 | Cols: 0 6 7 | Det: 15014
Rows: 1 3 6 | Cols: 1 2 3 | Det: 322599
Rows: 1 3 6 | Cols: 1 2 4 | Det: -128730
Rows: 1 3 6 | Cols: 1 2 5 | Det: 104142
Rows: 1 3 6 | Cols: 1 2 6 | Det: 13242
Rows: 1 3 6 | Cols: 1 2 7 | Det: 174651
Rows: 1 3 6 | Cols: 1 3 4 | Det: -264807
Rows: 1 3 6 | Cols: 1 3 5 | Det: -131166
Rows: 1 3 6 | Cols: 1 3 6 | Det: -1419
Rows: 1 3 6 | Cols: 1 3 7 | Det: -88512
Rows: 1 3 6 | Cols: 1 4 5 | Det: 137826
Rows: 1 3 6 | Cols: 1 4 6 | Det: 11436
Rows: 1 3 6 | Cols: 1 4 7 | Det: 178683
Rows: 1 3 6 | Cols: 1 5 6 | Det: 4926
Rows: 1 3 6 | Cols: 1 5 7 | Det: 42438
Rows: 1 3 6 | Cols: 1 6 7 | Det: -2865
Rows: 1 3 6 | Cols: 2 3 4 | Det: 5678
Rows: 1 3 6 | Cols: 2 3 5 | Det: -121514
Rows: 1 3 6 | Cols: 2 3 6 | Det: 177002
Rows: 1 3 6 | Cols: 2 3 7 | Det: 164214
Rows: 1 3 6 | Cols: 2 4 5 | Det: 46656
Rows: 1 3 6 | Cols: 2 4 6 | Det: -70864
Rows: 1 3 6 | Cols: 2 4 7 | Det: -68602
Rows: 1 3 6 | Cols: 2 5 6 | Det: 62128
Rows: 1 3 6 | Cols: 2 5 7 | Det: 118798
Rows: 1 3 6 | Cols: 2 6 7 | Det: -89086
Rows: 1 3 6 | Cols: 3 4 5 | Det: 102054
Rows: 1 3 6 | Cols: 3 4 6 | Det: -145268
Rows: 1 3 6 | Cols: 3 4 7 | Det: -133238
Rows: 1 3 6 | Cols: 3 5 6 | Det: -72502
Rows: 1 3 6 | Cols: 3 5 7 | Det: -100108
Rows: 1 3 6 | Cols: 3 6 7 | Det: 47842
Rows: 1 3 6 | Cols: 4 5 6 | Det: 80016
Rows: 1 3 6 | Cols: 4 5 7 | Det: 138210
Rows: 1 3 6 | Cols: 4 6 7 | Det: -92268
Rows: 1 3 6 | Cols: 5 6 7 | Det: -19698
Rows: 1 3 7 | Cols: 0 1 2 | Det: -100969
Rows: 1 3 7 | Cols: 0 1 3 | Det: -206954
Rows: 1 3 7 | Cols: 0 1 4 | Det: 88187
Rows: 1 3 7 | Cols: 0 1 5 | Det: -74294
Rows: 1 3 7 | Cols: 0 1 6 | Det: 51359
Rows: 1 3 7 | Cols: 0 1 7 | Det: -124542
Rows: 1 3 7 | Cols: 0 2 3 | Det: -300932
Rows: 1 3 7 | Cols: 0 2 4 | Det: 176978
Rows: 1 3 7 | Cols: 0 2 5 | Det: -114270
Rows: 1 3 7 | Cols: 0 2 6 | Det: 80606
Rows: 1 3 7 | Cols: 0 2 7 | Det: -102054
Rows: 1 3 7 | Cols: 0 3 4 | Det: 99912
Rows: 1 3 7 | Cols: 0 3 5 | Det: -12788
Rows: 1 3 7 | Cols: 0 3 6 | Det: 12144
Rows: 1 3 7 | Cols: 0 3 7 | Det: 162012
Rows: 1 3 7 | Cols: 0 4 5 | Det: -30418
Rows: 1 3 7 | Cols: 0 4 6 | Det: 19620
Rows: 1 3 7 | Cols: 0 4 7 | Det: -129162
Rows: 1 3 7 | Cols: 0 5 6 | Det: 1186
Rows: 1 3 7 | Cols: 0 5 7 | Det: 65856
Rows: 1 3 7 | Cols: 0 6 7 | Det: -47514
Rows: 1 3 7 | Cols: 1 2 3 | Det: -126613
Rows: 1 3 7 | Cols: 1 2 4 | Det: -36844
Rows: 1 3 7 | Cols: 1 2 5 | Det: -74018
Rows: 1 3 7 | Cols: 1 2 6 | Det: -64734
Rows: 1 3 7 | Cols: 1 2 7 | Det: -83558
Rows: 1 3 7 | Cols: 1 3 4 | Det: -186103
Rows: 1 3 7 | Cols: 1 3 5 | Det: -58550
Rows: 1 3 7 | Cols: 1 3 6 | Det: -197087
Rows: 1 3 7 | Cols: 1 3 7 | Det: -15094
Rows: 1 3 7 | Cols: 1 4 5 | Det: 91758
Rows: 1 3 7 | Cols: 1 4 6 | Det: 37798
Rows: 1 3 7 | Cols: 1 4 7 | Det: 118426
Rows: 1 3 7 | Cols: 1 5 6 | Det: -85282
Rows: 1 3 7 | Cols: 1 5 7 | Det: 29816
Rows: 1 3 7 | Cols: 1 6 7 | Det: 122350
Rows: 1 3 7 | Cols: 2 3 4 | Det: -331738
Rows: 1 3 7 | Cols: 2 3 5 | Det: -77314
Rows: 1 3 7 | Cols: 2 3 6 | Det: -294014
Rows: 1 3 7 | Cols: 2 3 7 | Det: -121066
Rows: 1 3 7 | Cols: 2 4 5 | Det: 171436
Rows: 1 3 7 | Cols: 2 4 6 | Det: 84052
Rows: 1 3 7 | Cols: 2 4 7 | Det: 183700
Rows: 1 3 7 | Cols: 2 5 6 | Det: -132352
Rows: 1 3 7 | Cols: 2 5 7 | Det: -19752
Rows: 1 3 7 | Cols: 2 6 7 | Det: 132136
Rows: 1 3 7 | Cols: 3 4 5 | Det: 39766
Rows: 1 3 7 | Cols: 3 4 6 | Det: 84228
Rows: 1 3 7 | Cols: 3 4 7 | Det: -138402
Rows: 1 3 7 | Cols: 3 5 6 | Det: -15614
Rows: 1 3 7 | Cols: 3 5 7 | Det: -46768
Rows: 1 3 7 | Cols: 3 6 7 | Det: -153402
Rows: 1 3 7 | Cols: 4 5 6 | Det: -33452
Rows: 1 3 7 | Cols: 4 5 7 | Det: 93544
Rows: 1 3 7 | Cols: 4 6 7 | Det: 81708
Rows: 1 3 7 | Cols: 5 6 7 | Det: -76072
Rows: 1 4 5 | Cols: 0 1 2 | Det: -98760
Rows: 1 4 5 | Cols: 0 1 3 | Det: -222200
Rows: 1 4 5 | Cols: 0 1 4 | Det: 59264
Rows: 1 4 5 | Cols: 0 1 5 | Det: -56102
Rows: 1 4 5 | Cols: 0 1 6 | Det: 15862
Rows: 1 4 5 | Cols: 0 1 7 | Det: -227244
Rows: 1 4 5 | Cols: 0 2 3 | Det: -184960
Rows: 1 4 5 | Cols: 0 2 4 | Det: 49552
Rows: 1 4 5 | Cols: 0 2 5 | Det: 60404
Rows: 1 4 5 | Cols: 0 2 6 | Det: -36724
Rows: 1 4 5 | Cols: 0 2 7 | Det: -179832
Rows: 1 4 5 | Cols: 0 3 4 | Det: 496
Rows: 1 4 5 | Cols: 0 3 5 | Det: 240972
Rows: 1 4 5 | Cols: 0 3 6 | Det: -112332
Rows: 1 4 5 | Cols: 0 3 7 | Det: 20984
Rows: 1 4 5 | Cols: 0 4 5 | Det: -64396
Rows: 1 4 5 | Cols: 0 4 6 | Det: 29996
Rows: 1 4 5 | Cols: 0 4 7 | Det: -6104
Rows: 1 4 5 | Cols: 0 5 6 | Det: -11160
Rows: 1 4 5 | Cols: 0 5 7 | Det: -241144
Rows: 1 4 5 | Cols: 0 6 7 | Det: 113384
Rows: 1 4 5 | Cols: 1 2 3 | Det: -13040
Rows: 1 4 5 | Cols: 1 2 4 | Det: -89440
Rows: 1 4 5 | Cols: 1 2 5 | Det: 32635
Rows: 1 4 5 | Cols: 1 2 6 | Det: -99995
Rows: 1 4 5 | Cols: 1 2 7 | Det: 11610
Rows: 1 4 5 | Cols: 1 3 4 | Det: -209056
Rows: 1 4 5 | Cols: 1 3 5 | Det: 80833
Rows: 1 4 5 | Cols: 1 3 6 | Det: -227073
Rows: 1 4 5 | Cols: 1 3 7 | Det: 56126
Rows: 1 4 5 | Cols: 1 4 5 | Det: 31224
Rows: 1 4 5 | Cols: 1 4 6 | Det: 45640
Rows: 1 4 5 | Cols: 1 4 7 | Det: 198832
Rows: 1 4 5 | Cols: 1 5 6 | Det: -51562
Rows: 1 4 5 | Cols: 1 5 7 | Det: -68497
Rows: 1 4 5 | Cols: 1 6 7 | Det: 228221
Rows: 1 4 5 | Cols: 2 3 4 | Det: -174048
Rows: 1 4 5 | Cols: 2 3 5 | Det: 53144
Rows: 1 4 5 | Cols: 2 3 6 | Det: -182424
Rows: 1 4 5 | Cols: 2 3 7 | Det: 45488
Rows: 1 4 5 | Cols: 2 4 5 | Det: -71078
Rows: 1 4 5 | Cols: 2 4 6 | Det: 83430
Rows: 1 4 5 | Cols: 2 4 7 | Det: 157036
Rows: 1 4 5 | Cols: 2 5 6 | Det: 49024
Rows: 1 4 5 | Cols: 2 5 7 | Det: -66526
Rows: 1 4 5 | Cols: 2 6 7 | Det: 186398
Rows: 1 4 5 | Cols: 3 4 5 | Det: -226898
Rows: 1 4 5 | Cols: 3 4 6 | Det: 106194
Rows: 1 4 5 | Cols: 3 4 7 | Det: -19868
Rows: 1 4 5 | Cols: 3 5 6 | Det: 205392
Rows: 1 4 5 | Cols: 3 5 7 | Det: -53234
Rows: 1 4 5 | Cols: 3 6 7 | Det: 6930
Rows: 1 4 5 | Cols: 4 5 6 | Det: -65396
Rows: 1 4 5 | Cols: 4 5 7 | Det: -212834
Rows: 1 4 5 | Cols: 4 6 7 | Det: 105338
Rows: 1 4 5 | Cols: 5 6 7 | Det: 208004
Rows: 1 4 6 | Cols: 0 1 2 | Det: 15127
Rows: 1 4 6 | Cols: 0 1 3 | Det: -9999
Rows: 1 4 6 | Cols: 0 1 4 | Det: 18858
Rows: 1 4 6 | Cols: 0 1 5 | Det: 6591
Rows: 1 4 6 | Cols: 0 1 6 | Det: 473
Rows: 1 4 6 | Cols: 0 1 7 | Det: -5989
Rows: 1 4 6 | Cols: 0 2 3 | Det: 429360
Rows: 1 4 6 | Cols: 0 2 4 | Det: -262010
Rows: 1 4 6 | Cols: 0 2 5 | Det: 8982
Rows: 1 4 6 | Cols: 0 2 6 | Det: -20810
Rows: 1 4 6 | Cols: 0 2 7 | Det: 399090
Rows: 1 4 6 | Cols: 0 3 4 | Det: -362070
Rows: 1 4 6 | Cols: 0 3 5 | Det: -193014
Rows: 1 4 6 | Cols: 0 3 6 | Det: 330
Rows: 1 4 6 | Cols: 0 3 7 | Det: -93810
Rows: 1 4 6 | Cols: 0 4 5 | Det: 125358
Rows: 1 4 6 | Cols: 0 4 6 | Det: -17750
Rows: 1 4 6 | Cols: 0 4 7 | Det: 393790
Rows: 1 4 6 | Cols: 0 5 6 | Det: -9348
Rows: 1 4 6 | Cols: 0 5 7 | Det: 177444
Rows: 1 4 6 | Cols: 0 6 7 | Det: 4240
Rows: 1 4 6 | Cols: 1 2 3 | Det: 366818
Rows: 1 4 6 | Cols: 1 2 4 | Det: -217749
Rows: 1 4 6 | Cols: 1 2 5 | Det: 11589
Rows: 1 4 6 | Cols: 1 2 6 | Det: -8732
Rows: 1 4 6 | Cols: 1 2 7 | Det: 336220
Rows: 1 4 6 | Cols: 1 3 4 | Det: -313359
Rows: 1 4 6 | Cols: 1 3 5 | Det: -167487
Rows: 1 4 6 | Cols: 1 3 6 | Det: -5698
Rows: 1 4 6 | Cols: 1 3 7 | Det: -77014
Rows: 1 4 6 | Cols: 1 4 5 | Det: 109323
Rows: 1 4 6 | Cols: 1 4 6 | Det: -4077
Rows: 1 4 6 | Cols: 1 4 7 | Det: 332937
Rows: 1 4 6 | Cols: 1 5 6 | Det: -4167
Rows: 1 4 6 | Cols: 1 5 7 | Det: 151083
Rows: 1 4 6 | Cols: 1 6 7 | Det: 7056
Rows: 1 4 6 | Cols: 2 3 4 | Det: 173020
Rows: 1 4 6 | Cols: 2 3 5 | Det: 111132
Rows: 1 4 6 | Cols: 2 3 6 | Det: 256780
Rows: 1 4 6 | Cols: 2 3 7 | Det: -134460
Rows: 1 4 6 | Cols: 2 4 5 | Det: -71436
Rows: 1 4 6 | Cols: 2 4 6 | Det: -148310
Rows: 1 4 6 | Cols: 2 4 7 | Det: -78770
Rows: 1 4 6 | Cols: 2 5 6 | Det: 10758
Rows: 1 4 6 | Cols: 2 5 7 | Det: -106110
Rows: 1 4 6 | Cols: 2 6 7 | Det: -232160
Rows: 1 4 6 | Cols: 3 4 5 | Det: -15936
Rows: 1 4 6 | Cols: 3 4 6 | Det: -216670
Rows: 1 4 6 | Cols: 3 4 7 | Det: 151190
Rows: 1 4 6 | Cols: 3 5 6 | Det: -115518
Rows: 1 4 6 | Cols: 3 5 7 | Det: 84726
Rows: 1 4 6 | Cols: 3 6 7 | Det: 56000
Rows: 1 4 6 | Cols: 4 5 6 | Det: 75798
Rows: 1 4 6 | Cols: 4 5 7 | Det: -69678
Rows: 1 4 6 | Cols: 4 6 7 | Det: -228240
Rows: 1 4 6 | Cols: 5 6 7 | Det: -102096
Rows: 1 4 7 | Cols: 0 1 2 | Det: -38817
Rows: 1 4 7 | Cols: 0 1 3 | Det: -80905
Rows: 1 4 7 | Cols: 0 1 4 | Det: 26888
